id,course_name,category,description,price,level,status
641,Marketing Analytics & Attribution Modeling: Zero to Hero,Business Analytics,"Comprehensive training program focusing on marketing analytics & attribution modeling with practical focus on zero to hero, case studies, and hands-on exercises.",4499,Beginner,Active
642,DevOps Engineering with CI/CD Pipelines: Mastery,Technology,"Comprehensive training program focusing on devops engineering with ci/cd pipelines with practical focus on mastery, case studies, and hands-on exercises.",7999,Advanced,Active
643,Hands-on Workshop: Financial Services and Capital Markets,CA,"Comprehensive training program focusing on financial services and capital markets with practical focus on hands-on workshop, case studies, and hands-on exercises.",10999,Intermediate,Active
644,RESTful API Engineering with FastAPI - Hands-on Workshop,Technology,"Comprehensive training program focusing on restful api engineering with fastapi with practical focus on hands-on workshop, case studies, and hands-on exercises.",5999,Intermediate,Active
645,Mastery: CA Foundation Business Mathematics,CA,"Comprehensive training program focusing on ca foundation business mathematics with practical focus on mastery, case studies, and hands-on exercises.",7999,Beginner,Active
646,Certification Prep: Operations Excellence & Lean Six Sigma,Management,"Comprehensive training program focusing on operations excellence & lean six sigma with practical focus on certification prep, case studies, and hands-on exercises.",5999,Intermediate,Active
647,Frameworks & Best Practices: Terraform for Multi-Cloud Infrastructure as Code,Cloud Computing,"Comprehensive training program focusing on terraform for multi-cloud infrastructure as code with practical focus on frameworks & best practices, case studies, and hands-on exercises.",6499,Intermediate,Inactive
648,Strategic Financial Management: In-Depth Series,CA,"Comprehensive training program focusing on strategic financial management with practical focus on in-depth series, case studies, and hands-on exercises.",10999,Intermediate,Inactive
649,CMA Intermediate Cost Accounting - Bootcamp,CMA,"Comprehensive training program focusing on cma intermediate cost accounting with practical focus on bootcamp, case studies, and hands-on exercises.",9999,Intermediate,Active
650,Zero to Hero: E-commerce Growth on Amazon & Shopify,Marketing,"Comprehensive training program focusing on e-commerce growth on amazon & shopify with practical focus on zero to hero, case studies, and hands-on exercises.",3499,Beginner,Active
651,Real-World Projects: Full Stack Python with Django & React,Technology,"Comprehensive training program focusing on full stack python with django & react with practical focus on real-world projects, case studies, and hands-on exercises.",5999,Intermediate,Active
652,Certification Prep: Personal Financial Planning & Wealth Mgmt,Finance,"Comprehensive training program focusing on personal financial planning & wealth mgmt with practical focus on certification prep, case studies, and hands-on exercises.",6999,Intermediate,Active
653,Strategic Financial Management: Practical Applications,CA,"Comprehensive training program focusing on strategic financial management with practical focus on practical applications, case studies, and hands-on exercises.",10999,Intermediate,Active
654,Private Equity Deal Structuring: Fundamentals,Finance,"Comprehensive training program focusing on private equity deal structuring with practical focus on fundamentals, case studies, and hands-on exercises.",4999,Beginner,Inactive
655,Advanced SQL for Data Analytics & Warehousing - Comprehensive Guide,Business Analytics,"Comprehensive training program focusing on advanced sql for data analytics & warehousing with practical focus on comprehensive guide, case studies, and hands-on exercises.",7999,Advanced,Active
656,Project Finance & Public-Private Partnerships: Mastery,Finance,"Comprehensive training program focusing on project finance & public-private partnerships with practical focus on mastery, case studies, and hands-on exercises.",9499,Advanced,Active
657,Comprehensive Guide: ACCA Financial Accounting & Reporting Prep,Certification,"Comprehensive training program focusing on acca financial accounting & reporting prep with practical focus on comprehensive guide, case studies, and hands-on exercises.",7999,Intermediate,Active
658,Advanced Practice: CFA Level 2 Deep Dive & Practice Sets,Certification,"Comprehensive training program focusing on cfa level 2 deep dive & practice sets with practical focus on advanced practice, case studies, and hands-on exercises.",10999,Advanced,Active
659,CMA Foundation Fundamentals of Laws & Ethics - Comprehensive Guide,CMA,"Comprehensive training program focusing on cma foundation fundamentals of laws & ethics with practical focus on comprehensive guide, case studies, and hands-on exercises.",6999,Beginner,Active
660,Site Reliability Engineering (SRE) Best Practices - Fundamentals,Technology,"Comprehensive training program focusing on site reliability engineering (sre) best practices with practical focus on fundamentals, case studies, and hands-on exercises.",4499,Beginner,Active
661,Fundamentals: Android App Development with Kotlin & Jetpack,Technology,"Comprehensive training program focusing on android app development with kotlin & jetpack with practical focus on fundamentals, case studies, and hands-on exercises.",4499,Beginner,Active
662,Customer Lifetime Value & Churn Modeling - Zero to Hero,Business Analytics,"Comprehensive training program focusing on customer lifetime value & churn modeling with practical focus on zero to hero, case studies, and hands-on exercises.",4499,Beginner,Active
663,Advanced Auditing and Professional Ethics: Mastery,CA,"Comprehensive training program focusing on advanced auditing and professional ethics with practical focus on mastery, case studies, and hands-on exercises.",14999,Advanced,Active
664,Strategy & Implementation: Project Finance & Public-Private Partnerships,Finance,"Comprehensive training program focusing on project finance & public-private partnerships with practical focus on strategy & implementation, case studies, and hands-on exercises.",6999,Intermediate,Active
665,Marketing Automation with HubSpot & ActiveCampaign - Advanced Practice,Marketing,"Comprehensive training program focusing on marketing automation with hubspot & activecampaign with practical focus on advanced practice, case studies, and hands-on exercises.",6499,Advanced,Active
666,Forex Trading & Foreign Exchange Markets: Mastery,Finance,"Comprehensive training program focusing on forex trading & foreign exchange markets with practical focus on mastery, case studies, and hands-on exercises.",9499,Advanced,Active
667,Specialization: Credit Risk Analysis & Underwriting,Finance,"Comprehensive training program focusing on credit risk analysis & underwriting with practical focus on specialization, case studies, and hands-on exercises.",6999,Intermediate,Active
668,CS Professional Multidisciplinary Case Studies - Hands-on Workshop,CS,"Comprehensive training program focusing on cs professional multidisciplinary case studies with practical focus on hands-on workshop, case studies, and hands-on exercises.",13499,Advanced,Active
669,"Hands-on Workshop: Legal Drafting, Notice Writing & Petitions",Law,"Comprehensive training program focusing on legal drafting, notice writing & petitions with practical focus on hands-on workshop, case studies, and hands-on exercises.",5999,Intermediate,Active
670,Fundamentals: CMA Final Corporate Laws & Compliance,CMA,"Comprehensive training program focusing on cma final corporate laws & compliance with practical focus on fundamentals, case studies, and hands-on exercises.",6999,Beginner,Active
671,Privilege Escalation & Red Team Tactics - Comprehensive Guide,Cybersecurity,"Comprehensive training program focusing on privilege escalation & red team tactics with practical focus on comprehensive guide, case studies, and hands-on exercises.",6999,Intermediate,Active
672,Terraform for Multi-Cloud Infrastructure as Code - Executive Training,Cloud Computing,"Comprehensive training program focusing on terraform for multi-cloud infrastructure as code with practical focus on executive training, case studies, and hands-on exercises.",6499,Intermediate,Active
673,Fundamentals: Cross-Platform Mobile with Flutter,Technology,"Comprehensive training program focusing on cross-platform mobile with flutter with practical focus on fundamentals, case studies, and hands-on exercises.",4499,Beginner,Active
674,CA Foundation Accounting Basics - Comprehensive Guide,CA,"Comprehensive training program focusing on ca foundation accounting basics with practical focus on comprehensive guide, case studies, and hands-on exercises.",7999,Beginner,Active
675,Frameworks & Best Practices: CS Professional Advanced Tax Laws,CS,"Comprehensive training program focusing on cs professional advanced tax laws with practical focus on frameworks & best practices, case studies, and hands-on exercises.",13499,Advanced,Active
676,Advanced Financial Reporting - In-Depth Series,CA,"Comprehensive training program focusing on advanced financial reporting with practical focus on in-depth series, case studies, and hands-on exercises.",14999,Advanced,Active
677,CS Executive Tax Laws & Practice - Strategy & Implementation,CS,"Comprehensive training program focusing on cs executive tax laws & practice with practical focus on strategy & implementation, case studies, and hands-on exercises.",9999,Intermediate,Active
678,Certified Management Accountant (US CMA) Prep: Certification Prep,Certification,"Comprehensive training program focusing on certified management accountant (us cma) prep with practical focus on certification prep, case studies, and hands-on exercises.",7999,Intermediate,Active
679,Kubernetes & Docker Container Orchestration: In-Depth Series,Technology,"Comprehensive training program focusing on kubernetes & docker container orchestration with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
680,CMA Intermediate Direct Taxation: Mastery,CMA,"Comprehensive training program focusing on cma intermediate direct taxation with practical focus on mastery, case studies, and hands-on exercises.",13499,Advanced,Active
681,Fundamentals: Advanced Auditing and Professional Ethics,CA,"Comprehensive training program focusing on advanced auditing and professional ethics with practical focus on fundamentals, case studies, and hands-on exercises.",7999,Beginner,Active
682,Corporate Tax Assessment & Scrutiny Appeals - Advanced Practice,Taxation,"Comprehensive training program focusing on corporate tax assessment & scrutiny appeals with practical focus on advanced practice, case studies, and hands-on exercises.",7499,Advanced,Inactive
683,Recommendation Systems Engineering - Executive Training,Data Science,"Comprehensive training program focusing on recommendation systems engineering with practical focus on executive training, case studies, and hands-on exercises.",7499,Intermediate,Inactive
684,CMA Final Corporate Laws & Compliance - Frameworks & Best Practices,CMA,"Comprehensive training program focusing on cma final corporate laws & compliance with practical focus on frameworks & best practices, case studies, and hands-on exercises.",13499,Advanced,Active
685,Corporate & Economic Laws: Hands-on Workshop,CA,"Comprehensive training program focusing on corporate & economic laws with practical focus on hands-on workshop, case studies, and hands-on exercises.",10999,Intermediate,Inactive
686,CA Foundation Mercantile Law: Specialization,CA,"Comprehensive training program focusing on ca foundation mercantile law with practical focus on specialization, case studies, and hands-on exercises.",7999,Beginner,Active
687,"CS Professional Governance, Risk & Ethics - In-Depth Series",CS,"Comprehensive training program focusing on cs professional governance, risk & ethics with practical focus on in-depth series, case studies, and hands-on exercises.",13499,Advanced,Inactive
688,Active Directory Security & Pentesting - Certification Prep,Cybersecurity,"Comprehensive training program focusing on active directory security & pentesting with practical focus on certification prep, case studies, and hands-on exercises.",6999,Intermediate,Active
689,Influencer Marketing & Social Media Strategy: In-Depth Series,Marketing,"Comprehensive training program focusing on influencer marketing & social media strategy with practical focus on in-depth series, case studies, and hands-on exercises.",4999,Intermediate,Active
690,Cloud Cost Optimization (FinOps) Best Practices - Strategy & Implementation,Cloud Computing,"Comprehensive training program focusing on cloud cost optimization (finops) best practices with practical focus on strategy & implementation, case studies, and hands-on exercises.",6499,Intermediate,Active
691,KPI Scorecards & Executive Reporting: Advanced Practice,Business Analytics,"Comprehensive training program focusing on kpi scorecards & executive reporting with practical focus on advanced practice, case studies, and hands-on exercises.",7999,Advanced,Inactive
692,Practical Applications: Hybrid Cloud Networking & ExpressRoute/DirectConnect,Cloud Computing,"Comprehensive training program focusing on hybrid cloud networking & expressroute/directconnect with practical focus on practical applications, case studies, and hands-on exercises.",6499,Intermediate,Inactive
693,Forensic Accounting & Ledger Auditing - Executive Training,Accounting,"Comprehensive training program focusing on forensic accounting & ledger auditing with practical focus on executive training, case studies, and hands-on exercises.",4499,Intermediate,Active
694,"CS Executive Economic, Business & Commercial Laws - Hands-on Workshop",CS,"Comprehensive training program focusing on cs executive economic, business & commercial laws with practical focus on hands-on workshop, case studies, and hands-on exercises.",9999,Intermediate,Active
695,International Taxation & Transfer Pricing: Frameworks & Best Practices,CA,"Comprehensive training program focusing on international taxation & transfer pricing with practical focus on frameworks & best practices, case studies, and hands-on exercises.",10999,Intermediate,Inactive
696,CMA Final Cost & Management Audit - Practical Applications,CMA,"Comprehensive training program focusing on cma final cost & management audit with practical focus on practical applications, case studies, and hands-on exercises.",13499,Advanced,Active
697,Crash Course: Commodity Trading & Hedging Strategies,Finance,"Comprehensive training program focusing on commodity trading & hedging strategies with practical focus on crash course, case studies, and hands-on exercises.",6999,Intermediate,Active
698,Fintech Innovations & Digital Payment Ecosystems: Real-World Projects,Banking,"Comprehensive training program focusing on fintech innovations & digital payment ecosystems with practical focus on real-world projects, case studies, and hands-on exercises.",5999,Intermediate,Active
699,Forensic Accounting for CA Practice: Hands-on Workshop,CA,"Comprehensive training program focusing on forensic accounting for ca practice with practical focus on hands-on workshop, case studies, and hands-on exercises.",10999,Intermediate,Active
700,Basel III Capital Adequacy Regulations: Executive Training,Banking,"Comprehensive training program focusing on basel iii capital adequacy regulations with practical focus on executive training, case studies, and hands-on exercises.",5999,Intermediate,Active
701,Bootcamp: HR Analytics & People Metrics,Business Analytics,"Comprehensive training program focusing on hr analytics & people metrics with practical focus on bootcamp, case studies, and hands-on exercises.",5999,Intermediate,Active
702,Executive Training: Customer Lifetime Value & Churn Modeling,Business Analytics,"Comprehensive training program focusing on customer lifetime value & churn modeling with practical focus on executive training, case studies, and hands-on exercises.",5999,Intermediate,Active
703,In-Depth Series: CMA Foundation Fundamentals of Laws & Ethics,CMA,"Comprehensive training program focusing on cma foundation fundamentals of laws & ethics with practical focus on in-depth series, case studies, and hands-on exercises.",6999,Beginner,Active
704,Executive Training: Non-Performing Assets (NPA) Resolution & SARFAESI,Banking,"Comprehensive training program focusing on non-performing assets (npa) resolution & sarfaesi with practical focus on executive training, case studies, and hands-on exercises.",5999,Intermediate,Active
705,Malware Analysis & Reverse Engineering - Certification Prep,Cybersecurity,"Comprehensive training program focusing on malware analysis & reverse engineering with practical focus on certification prep, case studies, and hands-on exercises.",6999,Intermediate,Active
706,Strategy & Implementation: Information Systems Control & Audit (ISCA),CA,"Comprehensive training program focusing on information systems control & audit (isca) with practical focus on strategy & implementation, case studies, and hands-on exercises.",10999,Intermediate,Active
707,Recommendation Systems Engineering: Frameworks & Best Practices,Data Science,"Comprehensive training program focusing on recommendation systems engineering with practical focus on frameworks & best practices, case studies, and hands-on exercises.",7499,Intermediate,Active
708,AWS Certified Solutions Architect Associate - Real-World Projects,Cloud Computing,"Comprehensive training program focusing on aws certified solutions architect associate with practical focus on real-world projects, case studies, and hands-on exercises.",4999,Beginner,Inactive
709,Portfolio Theory & Risk-Adjusted Returns - Advanced Practice,Finance,"Comprehensive training program focusing on portfolio theory & risk-adjusted returns with practical focus on advanced practice, case studies, and hands-on exercises.",9499,Advanced,Active
710,Fixed Income Securities & Bond Math - Specialization,Finance,"Comprehensive training program focusing on fixed income securities & bond math with practical focus on specialization, case studies, and hands-on exercises.",6999,Intermediate,Active
711,"Hands-on Workshop: Intellectual Property: Patents, Trademarks & Copyrights",Law,"Comprehensive training program focusing on intellectual property: patents, trademarks & copyrights with practical focus on hands-on workshop, case studies, and hands-on exercises.",5999,Intermediate,Active
712,iOS Development with Swift & SwiftUI - Bootcamp,Technology,"Comprehensive training program focusing on ios development with swift & swiftui with practical focus on bootcamp, case studies, and hands-on exercises.",5999,Intermediate,Active
713,Data Warehousing with Snowflake & BigQuery - Frameworks & Best Practices,Data Science,"Comprehensive training program focusing on data warehousing with snowflake & bigquery with practical focus on frameworks & best practices, case studies, and hands-on exercises.",7499,Intermediate,Active
714,Bootcamp: CMA Final Indirect Tax Laws & Practice,CMA,"Comprehensive training program focusing on cma final indirect tax laws & practice with practical focus on bootcamp, case studies, and hands-on exercises.",13499,Advanced,Active
715,Practical Applications: Brand Management & Positioning Strategy,Marketing,"Comprehensive training program focusing on brand management & positioning strategy with practical focus on practical applications, case studies, and hands-on exercises.",4999,Intermediate,Inactive
716,Zero to Hero: IFRS and Ind AS Convergence,CA,"Comprehensive training program focusing on ifrs and ind as convergence with practical focus on zero to hero, case studies, and hands-on exercises.",7999,Beginner,Active
717,Comprehensive Guide: GST Annual Return (GSTR-9 & 9C) Filing Workshop,Taxation,"Comprehensive training program focusing on gst annual return (gstr-9 & 9c) filing workshop with practical focus on comprehensive guide, case studies, and hands-on exercises.",5499,Intermediate,Active
718,Advanced Practice: Design Thinking & Human-Centered Innovation,Management,"Comprehensive training program focusing on design thinking & human-centered innovation with practical focus on advanced practice, case studies, and hands-on exercises.",7999,Advanced,Active
719,CMA Final Strategic Financial Management (SFM) - Executive Training,CMA,"Comprehensive training program focusing on cma final strategic financial management (sfm) with practical focus on executive training, case studies, and hands-on exercises.",13499,Advanced,Active
720,Direct Tax Laws and International Taxation - Fundamentals,CA,"Comprehensive training program focusing on direct tax laws and international taxation with practical focus on fundamentals, case studies, and hands-on exercises.",7999,Beginner,Active
721,Marketing Analytics & Attribution Modeling - Fundamentals,Business Analytics,"Comprehensive training program focusing on marketing analytics & attribution modeling with practical focus on fundamentals, case studies, and hands-on exercises.",4499,Beginner,Active
722,iOS Development with Swift & SwiftUI - Zero to Hero,Technology,"Comprehensive training program focusing on ios development with swift & swiftui with practical focus on zero to hero, case studies, and hands-on exercises.",4499,Beginner,Active
723,Personal Financial Planning & Wealth Mgmt - Specialization,Finance,"Comprehensive training program focusing on personal financial planning & wealth mgmt with practical focus on specialization, case studies, and hands-on exercises.",6999,Intermediate,Active
724,Terraform for Multi-Cloud Infrastructure as Code: Hands-on Workshop,Cloud Computing,"Comprehensive training program focusing on terraform for multi-cloud infrastructure as code with practical focus on hands-on workshop, case studies, and hands-on exercises.",6499,Intermediate,Inactive
725,Data Protection and DPDP Act Implementation: Comprehensive Guide,Law,"Comprehensive training program focusing on data protection and dpdp act implementation with practical focus on comprehensive guide, case studies, and hands-on exercises.",5999,Intermediate,Active
726,CFA Level 2 Deep Dive & Practice Sets: Comprehensive Guide,Certification,"Comprehensive training program focusing on cfa level 2 deep dive & practice sets with practical focus on comprehensive guide, case studies, and hands-on exercises.",10999,Advanced,Active
727,"Advanced Practice: Intellectual Property: Patents, Trademarks & Copyrights",Law,"Comprehensive training program focusing on intellectual property: patents, trademarks & copyrights with practical focus on advanced practice, case studies, and hands-on exercises.",7999,Advanced,Active
728,Real-World Projects: CA Intermediate Taxation & Law,CA,"Comprehensive training program focusing on ca intermediate taxation & law with practical focus on real-world projects, case studies, and hands-on exercises.",10999,Intermediate,Active
729,Mastery: Cloud Native Storage & Database Architectures,Cloud Computing,"Comprehensive training program focusing on cloud native storage & database architectures with practical focus on mastery, case studies, and hands-on exercises.",8999,Advanced,Active
730,Specialization: Accounts Payable & Receivable Automation,Accounting,"Comprehensive training program focusing on accounts payable & receivable automation with practical focus on specialization, case studies, and hands-on exercises.",4499,Intermediate,Active
731,Recommendation Systems Engineering: Specialization,Data Science,"Comprehensive training program focusing on recommendation systems engineering with practical focus on specialization, case studies, and hands-on exercises.",7499,Intermediate,Active
732,Credit Risk Analysis & Underwriting - Mastery,Finance,"Comprehensive training program focusing on credit risk analysis & underwriting with practical focus on mastery, case studies, and hands-on exercises.",9499,Advanced,Active
733,Operations Excellence & Lean Six Sigma - Mastery,Management,"Comprehensive training program focusing on operations excellence & lean six sigma with practical focus on mastery, case studies, and hands-on exercises.",7999,Advanced,Active
734,RESTful API Engineering with FastAPI: In-Depth Series,Technology,"Comprehensive training program focusing on restful api engineering with fastapi with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
735,CS Executive Securities Laws & Capital Markets: Advanced Practice,CS,"Comprehensive training program focusing on cs executive securities laws & capital markets with practical focus on advanced practice, case studies, and hands-on exercises.",13499,Advanced,Inactive
736,Full Stack JavaScript with MERN - Certification Prep,Technology,"Comprehensive training program focusing on full stack javascript with mern with practical focus on certification prep, case studies, and hands-on exercises.",5999,Intermediate,Active
737,Web Application Penetration Testing: Fundamentals,Cybersecurity,"Comprehensive training program focusing on web application penetration testing with practical focus on fundamentals, case studies, and hands-on exercises.",4999,Beginner,Active
738,In-Depth Series: Letter of Credit (LC) & Bank Guarantee Mechanism,Banking,"Comprehensive training program focusing on letter of credit (lc) & bank guarantee mechanism with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
739,Microsoft Azure Administrator (AZ-104): Bootcamp,Cloud Computing,"Comprehensive training program focusing on microsoft azure administrator (az-104) with practical focus on bootcamp, case studies, and hands-on exercises.",6499,Intermediate,Active
740,Time Series Forecasting & Anomaly Detection: Executive Training,Data Science,"Comprehensive training program focusing on time series forecasting & anomaly detection with practical focus on executive training, case studies, and hands-on exercises.",7499,Intermediate,Active
741,Advanced Practice: Fixed Income Securities & Bond Math,Finance,"Comprehensive training program focusing on fixed income securities & bond math with practical focus on advanced practice, case studies, and hands-on exercises.",9499,Advanced,Active
742,Zero to Hero: Go (Golang) Microservices Architecture,Technology,"Comprehensive training program focusing on go (golang) microservices architecture with practical focus on zero to hero, case studies, and hands-on exercises.",4499,Beginner,Active
743,Operations Excellence & Lean Six Sigma: In-Depth Series,Management,"Comprehensive training program focusing on operations excellence & lean six sigma with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
744,Data Protection and DPDP Act Implementation - Comprehensive Guide,Law,"Comprehensive training program focusing on data protection and dpdp act implementation with practical focus on comprehensive guide, case studies, and hands-on exercises.",5999,Intermediate,Active
745,Real Estate Financial Modeling (REFM) - Strategy & Implementation,Finance,"Comprehensive training program focusing on real estate financial modeling (refm) with practical focus on strategy & implementation, case studies, and hands-on exercises.",6999,Intermediate,Active
746,B2B Sales Funnels & Account-Based Marketing (ABM) - Strategy & Implementation,Marketing,"Comprehensive training program focusing on b2b sales funnels & account-based marketing (abm) with practical focus on strategy & implementation, case studies, and hands-on exercises.",4999,Intermediate,Active
747,Bootcamp: Real Estate Regulatory Authority (RERA) Compliance,Law,"Comprehensive training program focusing on real estate regulatory authority (rera) compliance with practical focus on bootcamp, case studies, and hands-on exercises.",5999,Intermediate,Active
748,Valuation under Companies Act - Comprehensive Guide,CA,"Comprehensive training program focusing on valuation under companies act with practical focus on comprehensive guide, case studies, and hands-on exercises.",10999,Intermediate,Active
749,Practical Applications: Advanced Financial Reporting,CA,"Comprehensive training program focusing on advanced financial reporting with practical focus on practical applications, case studies, and hands-on exercises.",14999,Advanced,Active
750,CMA Foundation Fundamentals of Accounting - Hands-on Workshop,CMA,"Comprehensive training program focusing on cma foundation fundamentals of accounting with practical focus on hands-on workshop, case studies, and hands-on exercises.",6999,Beginner,Active
751,Certification Prep: Tax Audits under Section 44AB,Taxation,"Comprehensive training program focusing on tax audits under section 44ab with practical focus on certification prep, case studies, and hands-on exercises.",5499,Intermediate,Active
752,Forex Dealing Room Operations - Mastery,Banking,"Comprehensive training program focusing on forex dealing room operations with practical focus on mastery, case studies, and hands-on exercises.",7999,Advanced,Active
753,Site Reliability Engineering (SRE) Best Practices - Executive Training,Technology,"Comprehensive training program focusing on site reliability engineering (sre) best practices with practical focus on executive training, case studies, and hands-on exercises.",5999,Intermediate,Active
754,Portfolio Theory & Risk-Adjusted Returns: Practical Applications,Finance,"Comprehensive training program focusing on portfolio theory & risk-adjusted returns with practical focus on practical applications, case studies, and hands-on exercises.",6999,Intermediate,Active
755,Search Engine Optimization (SEO) & Technical Audits: Specialization,Marketing,"Comprehensive training program focusing on search engine optimization (seo) & technical audits with practical focus on specialization, case studies, and hands-on exercises.",4999,Intermediate,Active
756,Content Marketing & Inbound Lead Generation: Executive Training,Marketing,"Comprehensive training program focusing on content marketing & inbound lead generation with practical focus on executive training, case studies, and hands-on exercises.",4999,Intermediate,Active
757,Certified Fraud Examiner (CFE) Exam Prep: Zero to Hero,Certification,"Comprehensive training program focusing on certified fraud examiner (cfe) exam prep with practical focus on zero to hero, case studies, and hands-on exercises.",5999,Beginner,Active
758,Forensic Accounting & Ledger Auditing - Zero to Hero,Accounting,"Comprehensive training program focusing on forensic accounting & ledger auditing with practical focus on zero to hero, case studies, and hands-on exercises.",2999,Beginner,Active
759,CMA Intermediate Cost & Management Accounting and Financial Mgmt - Bootcamp,CMA,"Comprehensive training program focusing on cma intermediate cost & management accounting and financial mgmt with practical focus on bootcamp, case studies, and hands-on exercises.",9999,Intermediate,Active
760,Zero to Hero: CMA Intermediate Company Accounts & Audit,CMA,"Comprehensive training program focusing on cma intermediate company accounts & audit with practical focus on zero to hero, case studies, and hands-on exercises.",6999,Beginner,Active
761,Go (Golang) Microservices Architecture: Certification Prep,Technology,"Comprehensive training program focusing on go (golang) microservices architecture with practical focus on certification prep, case studies, and hands-on exercises.",7999,Advanced,Active
762,Cross-Platform Mobile with Flutter: Crash Course,Technology,"Comprehensive training program focusing on cross-platform mobile with flutter with practical focus on crash course, case studies, and hands-on exercises.",5999,Intermediate,Active
763,MLOps: Production ML Pipelines with MLflow: Hands-on Workshop,Data Science,"Comprehensive training program focusing on mlops: production ml pipelines with mlflow with practical focus on hands-on workshop, case studies, and hands-on exercises.",7499,Intermediate,Active
764,Mastery: Data Visualization with Matplotlib & Seaborn,Data Science,"Comprehensive training program focusing on data visualization with matplotlib & seaborn with practical focus on mastery, case studies, and hands-on exercises.",10499,Advanced,Active
765,Agile Sprint Planning & Jira Mastery - In-Depth Series,Management,"Comprehensive training program focusing on agile sprint planning & jira mastery with practical focus on in-depth series, case studies, and hands-on exercises.",7999,Advanced,Active
766,Labor & Employment Laws Compliance: In-Depth Series,Law,"Comprehensive training program focusing on labor & employment laws compliance with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
767,GST Annual Return (GSTR-9 & 9C) Filing Workshop - Practical Applications,Taxation,"Comprehensive training program focusing on gst annual return (gstr-9 & 9c) filing workshop with practical focus on practical applications, case studies, and hands-on exercises.",5499,Intermediate,Active
768,Practical Applications: Investment Banking Modeling & Valuation,Finance,"Comprehensive training program focusing on investment banking modeling & valuation with practical focus on practical applications, case studies, and hands-on exercises.",6999,Intermediate,Inactive
769,Real Estate Financial Modeling (REFM) - Practical Applications,Finance,"Comprehensive training program focusing on real estate financial modeling (refm) with practical focus on practical applications, case studies, and hands-on exercises.",6999,Intermediate,Active
770,Consolidated Financial Statements Preparation: Real-World Projects,Accounting,"Comprehensive training program focusing on consolidated financial statements preparation with practical focus on real-world projects, case studies, and hands-on exercises.",4499,Intermediate,Active
771,"Arbitration, Conciliation & ADR Mechanism - In-Depth Series",Law,"Comprehensive training program focusing on arbitration, conciliation & adr mechanism with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
772,Operations Excellence & Lean Six Sigma - In-Depth Series,Management,"Comprehensive training program focusing on operations excellence & lean six sigma with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
773,CMA Final Strategic Cost Management (SCM) - Mastery,CMA,"Comprehensive training program focusing on cma final strategic cost management (scm) with practical focus on mastery, case studies, and hands-on exercises.",13499,Advanced,Active
774,Strategy & Implementation: Natural Language Processing & LLM Prompting,Data Science,"Comprehensive training program focusing on natural language processing & llm prompting with practical focus on strategy & implementation, case studies, and hands-on exercises.",7499,Intermediate,Active
775,Terraform for Multi-Cloud Infrastructure as Code: Mastery,Cloud Computing,"Comprehensive training program focusing on terraform for multi-cloud infrastructure as code with practical focus on mastery, case studies, and hands-on exercises.",8999,Advanced,Active
776,Advanced Auditing and Professional Ethics - Strategy & Implementation,CA,"Comprehensive training program focusing on advanced auditing and professional ethics with practical focus on strategy & implementation, case studies, and hands-on exercises.",14999,Advanced,Active
777,Retail Banking Operations & Customer KYC: Bootcamp,Banking,"Comprehensive training program focusing on retail banking operations & customer kyc with practical focus on bootcamp, case studies, and hands-on exercises.",5999,Intermediate,Active
778,Forex Trading & Foreign Exchange Markets: Practical Applications,Finance,"Comprehensive training program focusing on forex trading & foreign exchange markets with practical focus on practical applications, case studies, and hands-on exercises.",6999,Intermediate,Active
779,Tax Audits under Section 44AB - Advanced Practice,Taxation,"Comprehensive training program focusing on tax audits under section 44ab with practical focus on advanced practice, case studies, and hands-on exercises.",7499,Advanced,Active
780,CS Professional Advanced Tax Laws: Strategy & Implementation,CS,"Comprehensive training program focusing on cs professional advanced tax laws with practical focus on strategy & implementation, case studies, and hands-on exercises.",13499,Advanced,Active
781,Search Engine Optimization (SEO) & Technical Audits: In-Depth Series,Marketing,"Comprehensive training program focusing on search engine optimization (seo) & technical audits with practical focus on in-depth series, case studies, and hands-on exercises.",4999,Intermediate,Active
782,Terraform for Multi-Cloud Infrastructure as Code - Mastery,Cloud Computing,"Comprehensive training program focusing on terraform for multi-cloud infrastructure as code with practical focus on mastery, case studies, and hands-on exercises.",8999,Advanced,Active
783,Big Data Processing with Databricks & PySpark - Crash Course,Data Science,"Comprehensive training program focusing on big data processing with databricks & pyspark with practical focus on crash course, case studies, and hands-on exercises.",7499,Intermediate,Active
784,Mastery: CMA Intermediate Cost Accounting,CMA,"Comprehensive training program focusing on cma intermediate cost accounting with practical focus on mastery, case studies, and hands-on exercises.",13499,Advanced,Active
785,Email Marketing & Lifecycle Campaign Strategy - Practical Applications,Marketing,"Comprehensive training program focusing on email marketing & lifecycle campaign strategy with practical focus on practical applications, case studies, and hands-on exercises.",4999,Intermediate,Active
786,Competition Law & Anti-Trust Regulations: Specialization,Law,"Comprehensive training program focusing on competition law & anti-trust regulations with practical focus on specialization, case studies, and hands-on exercises.",5999,Intermediate,Active
